step,lateral_err,orientation_err,speed_fwd,speed_lat,angular_vel,norm_rf
0,-0.000059,-0.381246,-0.000615,0.000911,0.000421,0.141598
1,0.401416,-0.495195,0.009801,0.032788,-0.003458,0.141598
2,0.558565,-1.074640,0.047616,-0.000748,-0.003252,0.141598
3,0.495260,-1.329867,0.031879,-0.012852,0.012417,0.141598
