step,lateral_err,orientation_err,speed_fwd,speed_lat,angular_vel,norm_rf
0,-0.000019,-0.635006,0.000464,-0.002198,-0.001256,0.146400
1,0.491536,-0.617946,0.020663,0.041178,0.014088,0.146400
2,0.564897,-1.200836,0.043378,-0.006132,-0.003422,0.146400
3,0.459550,-1.371183,0.028741,-0.013324,0.013309,0.146400
