step,x,y,yaw
0,70.26398338989934,-6.480733100040316,-0.45714509614289794
1,70.31124095441915,-6.262693197590985,-0.3764625544074843
2,70.66304531635595,-6.1094483800867865,-0.1277851972784141
3,70.9203518810923,-6.027929958562062,0.09556381458725619
4,71.10665367652284,-5.976840145840084,0.3266944799432271
5,71.3922086081351,-5.78851829796644,0.5100196369248787
6,71.50466052504673,-5.466236540296753,0.337939919586112
