step,lateral_err,orientation_err,speed_fwd,speed_lat,angular_vel,norm_rf
0,0.000020,-0.475194,0.004996,0.000934,0.000209,0.221549
1,0.217136,-0.430631,0.005059,0.018452,0.006919,0.221549
2,0.302586,-0.470812,0.033191,0.002253,0.021559,0.221549
3,0.264653,-0.500245,0.020028,-0.005955,0.017290,0.221549
4,0.195019,-0.377427,0.015180,-0.007081,0.020041,0.221549
5,0.112185,-0.446951,0.024925,-0.009781,0.014350,0.221549
6,0.186344,-0.691205,0.028159,0.005882,-0.014502,0.221549
