step,x,y,yaw
0,72.88834878813961,-8.80386144529961,-0.5578544058931006
1,73.10087660503733,-8.84463591759684,-0.28981673184121226
2,73.40262196174207,-8.83201211314412,-0.06389101552377895
3,73.761940266159,-8.55960721799471,0.1993624690152845
4,73.89937135978704,-8.204980649559213,0.5282073550351597
5,73.93975151458389,-8.065156127887093,0.7331552045900999
6,73.894494313013,-7.792779895434484,0.924704725462547
7,73.89474802472697,-7.792662241494424,0.9245686311580777
