step,lateral_err,orientation_err,speed_fwd,speed_lat,angular_vel,norm_rf
0,0.000164,-0.562218,0.001156,0.002767,0.001342,0.191057
1,0.238977,-0.494757,0.003943,0.018346,0.008023,0.191057
2,0.237485,-0.452252,0.019941,-0.002241,0.018185,0.191057
3,0.168391,-0.909008,0.037206,-0.012813,-0.007919,0.191057
4,0.139744,-0.828744,0.006914,-0.002839,0.013246,0.191057
5,0.060289,-0.993073,0.025603,-0.009659,0.004335,0.191057
6,0.090926,-1.346411,0.047122,0.001263,-0.018091,0.191057
