step,x,y,yaw
0,70.8349714877707,6.364905580903151,2.072038772209307
1,70.60617929126248,6.103821313267688,2.2388829539644557
2,70.47578240503576,6.03252633508838,2.250144540727012
3,70.18838284700469,5.8900638732132125,2.305906991756129
4,70.0897978284503,5.884332582234607,2.352174308764699
5,69.86319513659517,5.738853693859791,2.361141398888472
