step,lateral_err,orientation_err,speed_fwd,speed_lat,angular_vel,norm_rf
0,0.000292,-0.516826,-0.000540,-0.001109,0.000418,0.210530
1,0.286626,-0.476904,0.003847,0.023601,0.006310,0.210530
2,0.244710,-0.473542,0.019004,-0.005440,0.014706,0.210530
3,0.194797,-0.775201,0.023421,-0.007158,-0.007371,0.210530
4,-0.028366,-1.080937,0.020516,-0.020609,-0.007149,0.210530
5,0.158219,-1.379599,0.032195,0.010994,-0.003934,0.210530
6,0.205932,-1.593736,0.030627,0.002408,-0.007273,0.210530
