step,x,y,yaw
0,37.69483117132743,-1.5536497106363583,-0.4565878458886418
1,37.84017605425194,-1.020696538952826,-0.4407341306970577
2,38.113732316989655,-0.9818976039983865,-0.6765432251727923
3,38.50335437716941,-1.0285574319173998,-1.0013798113379704
4,38.918273321848275,-0.8397089107292911,-1.3189311766375214
