step,lateral_err,orientation_err,speed_fwd,speed_lat,angular_vel,norm_rf
0,-0.000007,-0.474643,0.002885,-0.004612,-0.004172,0.138688
1,0.521915,-0.603233,0.019060,0.041698,0.001316,0.138688
2,0.481709,-1.127934,0.018017,-0.005781,-0.016149,0.138688
3,0.233237,-1.705504,0.023387,-0.025231,-0.028479,0.138688
4,0.046116,-2.348075,0.032218,-0.022137,-0.027230,0.138688
