step,lateral_err,orientation_err,speed_fwd,speed_lat,angular_vel,norm_rf
0,0.000086,-0.625357,0.003007,0.002176,-0.000885,0.122089
1,0.460519,-0.668870,0.018047,0.036507,0.008357,0.122089
2,0.503727,-0.901142,0.018969,0.001180,-0.001354,0.122089
3,0.422193,-0.952610,0.013023,-0.008097,0.007837,0.122089
4,0.491446,-1.263467,0.051584,-0.006412,0.016892,0.122089
