step,lateral_err,orientation_err,speed_fwd,speed_lat,angular_vel,norm_rf
0,0.000138,-0.498067,-0.021641,0.015214,0.005019,0.224250
1,0.132894,-0.351820,0.000184,0.009903,0.010910,0.224250
2,0.118746,-0.532016,0.024703,-0.004201,0.002978,0.224250
3,0.037783,-0.711085,0.022971,-0.009505,0.003066,0.224250
4,0.088280,-1.092187,0.027040,-0.000273,-0.009951,0.224250
5,0.084222,-1.277158,0.018602,-0.002106,-0.003361,0.224250
6,0.075846,-1.700455,0.043462,-0.003139,-0.021285,0.224250
