step,x,y,yaw
0,64.68427298428747,-5.84520122130032,-0.48001850949020275
1,64.68434379340496,-5.712421840645669,-0.3337715580168533
2,64.99047249865471,-5.692107316864297,-0.2973118528823723
3,65.29491902104135,-5.674109517091332,-0.2596985211134155
4,65.56306528904454,-5.4509844114191255,-0.3880657082198003
5,65.7303838464418,-5.299484637605661,-0.42858764320317294
6,66.01657903783793,-4.893263263418808,-0.67130990780237
