step,x,y,yaw
0,63.57543032856406,-5.916445756580103,-0.4727722526034194
1,63.663388347169445,-5.5959765751836565,-0.45287819239092847
2,63.81076951446664,-5.64702796529307,-0.17834658025147854
3,63.97579793023708,-5.633398315267942,-0.09937807896151811
4,64.28451672183729,-5.462974187437907,-0.2990289364813765
5,64.53683473449189,-5.5920171581540234,-0.24518894930102733
6,64.71927865878365,-5.116134222757631,-0.46350691220824086
