step,lateral_err,orientation_err,speed_fwd,speed_lat,angular_vel,norm_rf
0,0.000317,-0.490821,0.000187,-0.003468,-0.002071,0.206810
1,0.317465,-0.543149,0.009663,0.025818,0.001650,0.206810
2,0.247368,-0.376956,0.011658,-0.006863,0.023812,0.206810
3,0.219568,-0.442443,0.013151,-0.003508,0.006491,0.206810
4,0.236277,-0.894838,0.030739,-0.002817,-0.017476,0.206810
5,-0.017929,-0.949310,0.009493,-0.022838,0.004699,0.206810
6,0.159677,-1.492652,0.043990,0.007803,-0.019138,0.206810
