step,lateral_err,orientation_err,speed_fwd,speed_lat,angular_vel,norm_rf
0,-0.000022,-0.617397,-0.001568,0.000225,-0.000185,0.120967
1,0.462252,-0.751228,0.026911,0.035523,0.006983,0.120967
2,0.432205,-1.292637,0.032078,-0.008812,-0.014792,0.120967
3,0.406329,-1.640240,0.021488,-0.005026,-0.007866,0.120967
4,0.122723,-1.914915,0.030880,-0.026589,-0.008248,0.120967
