step,x,y,yaw
0,60.29005354051887,-5.3531086031494794,-0.7444198733341824
1,60.518698515082626,-5.374502129721086,-0.5233485314720681
2,61.03891132691743,-5.329372844997545,-0.3550518093466998
3,61.2931498507643,-5.022269026724537,-0.019062598036873935
4,61.34965974708409,-4.842123987823748,0.24875943308712492
5,61.402477511923735,-4.605654032710412,0.4968287103695976
6,61.39626242278927,-4.443519891922383,0.715313638715367
7,61.39656582911327,-4.443744122602489,0.7147006414212006
