step,x,y,yaw
0,66.0070557554983,-5.9273741113894625,-0.4060224810916818
1,66.08510818000872,-5.613981311536636,-0.4221086137251486
2,66.38889424367846,-5.496462675683991,-0.21984059069625755
3,66.6543835348119,-5.309791780668963,0.07689130708442962
4,66.60469147424237,-5.241931640187238,0.1347281645084573
5,66.56018558820664,-5.148630588557586,0.1517964548632179
6,66.86991455274332,-5.065207251356627,0.10310840348133485
7,67.01615759888526,-5.040484387474151,0.23631973704040565
