step,lateral_err,orientation_err,speed_fwd,speed_lat,angular_vel,norm_rf
0,0.000081,-0.474942,-0.027039,0.009586,0.001898,0.134437
1,0.461034,-0.607682,0.013083,0.036240,-0.001969,0.134437
2,0.719101,-0.501391,0.014233,0.019985,0.020591,0.134437
