idx,x,y,z
0,37.410378,-1.351487,-0.28803423
1,37.46453,-1.3505093,-0.28803423
2,37.518612,-1.347577,-0.28803423
3,37.572556,-1.342694,-0.28803423
4,37.626286,-1.3358668,-0.28803423
5,37.679733,-1.3271043,-0.28803423
6,37.732834,-1.3164179,-0.28803423
7,37.78551,-1.3038214,-0.28803423
8,37.8377,-1.2893316,-0.28803423
9,37.889328,-1.2729669,-0.28803423
10,37.940334,-1.2547488,-0.28803423
11,37.99065,-1.2347013,-0.28803423
12,38.04021,-1.2128502,-0.28803423
13,38.088947,-1.1892242,-0.28803423
14,38.136803,-1.1638541,-0.28803423
15,38.18371,-1.1367729,-0.28803423
16,38.229607,-1.1080159,-0.28803423
17,38.274437,-1.0776206,-0.28803423
18,38.31814,-1.0456266,-0.28803423
19,38.360657,-1.0120759,-0.28803423
20,38.40194,-0.9770118,-0.28803423
21,38.441925,-0.94048035,-0.28803423
22,38.480568,-0.902529,-0.28803423
23,38.51782,-0.8632073,-0.28803423
24,38.55362,-0.8225665,-0.28803423
25,38.587933,-0.7806596,-0.28803423
26,38.620712,-0.73754126,-0.28803423
27,38.65191,-0.6932677,-0.28803423
28,38.68149,-0.6478966,-0.28803423
29,38.709415,-0.6014871,-0.28803423
