step,x,y,yaw
0,43.97633857369086,-2.4997013149455745,-0.5742907303068673
1,44.169329865770706,-2.489768208646524,-0.3364498571969021
2,44.64790534072182,-2.4525570251055746,-0.19010932933940122
3,44.9827593660448,-2.216186167007585,0.10155989288902695
4,44.97050876608796,-1.879490601612987,0.48484777316836053
5,45.06437870697105,-1.6796269434156414,0.5998624592911496
6,45.06401859543414,-1.6787304101149447,0.5998828214600068
