step,lateral_err,orientation_err,speed_fwd,speed_lat,angular_vel,norm_rf
0,-0.000010,-0.594317,-0.000671,-0.000274,0.000569,0.128990
1,0.390491,-0.691769,0.018552,0.031977,0.004049,0.128990
2,0.660712,-1.187953,0.059622,0.002381,0.013326,0.128990
3,0.459443,-1.476004,0.031596,-0.018419,-0.005920,0.128990
