step,x,y,yaw
0,71.03109495110401,6.450159303503552,1.8648341499898953
1,70.7338442571522,6.386983808852893,1.856305714554264
2,70.50571183339127,6.480299781526127,1.8960271949146468
3,70.37919168201655,6.438007399656173,2.1535029566907773
4,70.20231515463719,6.365763072940824,2.244856918889858
5,70.1747731652249,6.151938591185784,2.332094886194357
6,70.11641603166103,5.969142794625614,2.4520817746961296
