step,x,y,yaw
0,69.52583902745117,-6.998186695516997,-0.7486964716961234
1,69.7192766564897,-7.053679238624822,-0.4949118146340924
2,70.07821082403059,-7.055287238732378,-0.2455313206914035
3,70.39596610617754,-6.813661384013099,0.09551356023540251
4,70.53799677411752,-6.455181002400076,0.4318401213777617
5,70.51216147362605,-6.233286622554615,0.732658186517289
6,70.5117152952002,-6.061130101877685,0.932850177022662
7,70.51530483107231,-6.061680280625432,0.9312622772751812
