step,lateral_err,orientation_err,speed_fwd,speed_lat,angular_vel,norm_rf
0,-0.000017,-0.454060,0.000383,-0.000804,0.001995,0.205144
1,0.325616,-0.462919,0.006474,0.028188,0.002374,0.205144
2,0.503592,-0.641791,0.031416,0.008013,0.014626,0.205144
3,0.503244,-0.744219,0.027183,-0.005059,0.018155,0.205144
4,0.329239,-0.942226,0.016730,-0.016810,-0.001524,0.205144
5,0.272467,-0.756126,0.007491,-0.005581,0.025813,0.205144
