step,lateral_err,orientation_err,speed_fwd,speed_lat,angular_vel,norm_rf
0,0.000026,-0.687799,0.000620,-0.001284,-0.003113,0.115563
1,0.350112,-0.861927,0.017724,0.028854,-0.002591,0.115563
2,0.493697,-1.214312,0.044664,-0.001543,0.012174,0.115563
3,0.360541,-1.398332,0.021268,-0.014867,0.005926,0.115563
4,0.274610,-1.384110,0.031220,-0.008342,0.010623,0.115563
